p,q,midpoint,mid_mod37,mid_dr,chi_p,chi_q,chi_mid
576701,576703,576702,20,9,-1,1,0
576881,576883,576882,15,9,-1,1,0
577007,577009,577008,30,9,-1,1,0
577067,577069,577068,16,6,-1,1,0
577151,577153,577152,26,9,-1,1,0
577331,577333,577332,21,9,-1,1,0
577349,577351,577350,2,9,-1,1,0
577397,577399,577398,13,3,-1,1,0
577529,577531,577530,34,9,-1,1,0
577637,577639,577638,31,9,-1,1,0
577937,577939,577938,35,3,-1,1,0
577979,577981,577980,3,9,-1,1,0
578297,578299,578298,25,3,-1,1,0
578309,578311,578310,0,6,-1,1,0
578399,578401,578400,16,6,-1,1,0
578687,578689,578688,8,6,-1,1,0
578777,578779,578778,24,6,-1,1,0
578819,578821,578820,29,3,-1,1,0
578957,578959,578958,19,6,-1,1,0
579197,579199,579198,0,3,-1,1,0
579281,579283,579282,10,6,-1,1,0
579407,579409,579408,25,6,-1,1,0
579497,579499,579498,4,6,-1,1,0
579539,579541,579540,9,3,-1,1,0
579569,579571,579570,2,6,-1,1,0
579611,579613,579612,7,3,-1,1,0
579641,579643,579642,0,6,-1,1,0
579881,579883,579882,18,3,-1,1,0
579947,579949,579948,10,6,-1,1,0
580031,580033,580032,20,9,-1,1,0
580079,580081,580080,31,3,-1,1,0
580301,580303,580302,31,9,-1,1,0
580379,580381,580380,35,6,-1,1,0
580631,580633,580632,28,6,-1,1,0
580691,580693,580692,14,3,-1,1,0
580757,580759,580758,6,6,-1,1,0
580889,580891,580890,27,3,-1,1,0
581069,581071,581070,22,3,-1,1,0
581099,581101,581100,15,6,-1,1,0
581171,581173,581172,13,6,-1,1,0
581237,581239,581238,5,9,-1,1,0
581261,581263,581262,29,6,-1,1,0
581351,581353,581352,8,6,-1,1,0
581549,581551,581550,21,6,-1,1,0
581597,581599,581598,32,9,-1,1,0
581699,581701,581700,23,3,-1,1,0
581729,581731,581730,16,6,-1,1,0
581981,581983,581982,9,6,-1,1,0
582011,582013,582012,2,9,-1,1,0
582137,582139,582138,17,9,-1,1,0
582221,582223,582222,27,3,-1,1,0
582317,582319,582318,12,9,-1,1,0
582509,582511,582510,19,3,-1,1,0
582689,582691,582690,14,3,-1,1,0
582719,582721,582720,7,6,-1,1,0
582761,582763,582762,12,3,-1,1,0
582851,582853,582852,28,3,-1,1,0
582971,582973,582972,0,6,-1,1,0
583019,583021,583020,11,9,-1,1,0
583169,583171,583170,13,6,-1,1,0
583337,583339,583338,33,3,-1,1,0
583619,583621,583620,19,6,-1,1,0
583859,583861,583860,0,3,-1,1,0
584279,584281,584280,13,9,-1,1,0
584357,584359,584358,17,6,-1,1,0
584471,584473,584472,20,3,-1,1,0
584789,584791,584790,5,6,-1,1,0
585041,585043,585042,35,6,-1,1,0
585071,585073,585072,28,9,-1,1,0
585269,585271,585270,4,9,-1,1,0
585839,585841,585840,19,3,-1,1,0
585881,585883,585882,24,9,-1,1,0
585911,585913,585912,17,3,-1,1,0
585917,585919,585918,23,9,-1,1,0
586121,586123,586122,5,6,-1,1,0
586361,586363,586362,23,3,-1,1,0
586457,586459,586458,8,9,-1,1,0
586499,586501,586500,13,6,-1,1,0
586541,586543,586542,18,3,-1,1,0
586601,586603,586602,4,9,-1,1,0
586631,586633,586632,34,3,-1,1,0
586811,586813,586812,29,3,-1,1,0
586919,586921,586920,26,3,-1,1,0
586979,586981,586980,12,9,-1,1,0
587051,587053,587052,10,9,-1,1,0
587267,587269,587268,4,9,-1,1,0
587549,587551,587550,27,3,-1,1,0
587621,587623,587622,25,3,-1,1,0
587747,587749,587748,3,3,-1,1,0
587771,587773,587772,27,9,-1,1,0
587969,587971,587970,3,9,-1,1,0
587987,587989,587988,21,9,-1,1,0
588167,588169,588168,16,9,-1,1,0
588239,588241,588240,14,9,-1,1,0
588359,588361,588360,23,3,-1,1,0
588569,588571,588570,11,6,-1,1,0
588647,588649,588648,15,3,-1,1,0
588947,588949,588948,19,6,-1,1,0
589109,589111,589110,33,6,-1,1,0
589187,589189,589188,0,3,-1,1,0
589241,589243,589242,17,3,-1,1,0
589289,589291,589290,28,6,-1,1,0
589451,589453,589452,5,6,-1,1,0
589529,589531,589530,9,3,-1,1,0
589607,589609,589608,13,9,-1,1,0
589751,589753,589752,9,9,-1,1,0
589859,589861,589860,6,9,-1,1,0
590129,590131,590130,17,9,-1,1,0
590267,590269,590268,7,3,-1,1,0
590321,590323,590322,24,3,-1,1,0
590657,590659,590658,27,6,-1,1,0
590717,590719,590718,13,3,-1,1,0
590921,590923,590922,32,9,-1,1,0
591089,591091,591090,15,6,-1,1,0
591161,591163,591162,13,6,-1,1,0
591287,591289,591288,28,6,-1,1,0
591317,591319,591318,21,9,-1,1,0
591599,591601,591600,7,3,-1,1,0
591749,591751,591750,9,9,-1,1,0
592217,592219,592218,33,9,-1,1,0
592307,592309,592308,12,9,-1,1,0
592367,592369,592368,35,6,-1,1,0
592391,592393,592392,22,3,-1,1,0
592451,592453,592452,8,9,-1,1,0
592661,592663,592662,33,3,-1,1,0
593081,593083,593082,9,9,-1,1,0
593141,593143,593142,32,6,-1,1,0
593207,593209,593208,24,9,-1,1,0
593231,593233,593232,11,6,-1,1,0
593291,593293,593292,34,3,-1,1,0
593321,593323,593322,27,6,-1,1,0
593399,593401,593400,31,3,-1,1,0
593447,593449,593448,5,6,-1,1,0
593627,593629,593628,0,6,-1,1,0
594161,594163,594162,16,9,-1,1,0
594281,594283,594282,25,3,-1,1,0
594311,594313,594312,18,6,-1,1,0
594401,594403,594402,34,6,-1,1,0
594467,594469,594468,26,9,-1,1,0
594521,594523,594522,6,9,-1,1,0
594569,594571,594570,17,3,-1,1,0
594749,594751,594750,12,3,-1,1,0
594821,594823,594822,10,3,-1,1,0
594827,594829,594828,16,9,-1,1,0
594929,594931,594930,7,3,-1,1,0
594959,594961,594960,0,6,-1,1,0
595037,595039,595038,4,3,-1,1,0
595139,595141,595140,32,6,-1,1,0
595157,595159,595158,13,6,-1,1,0
595181,595183,595182,0,3,-1,1,0
595379,595381,595380,13,3,-1,1,0
595451,595453,595452,11,3,-1,1,0
595547,595549,595548,33,9,-1,1,0
595577,595579,595578,26,3,-1,1,0
595709,595711,595710,10,9,-1,1,0
595949,595951,595950,28,6,-1,1,0
595961,595963,595962,3,9,-1,1,0
596081,596083,596082,12,3,-1,1,0
596117,596119,596118,11,3,-1,1,0
596291,596293,596292,0,6,-1,1,0
596669,596671,596670,8,6,-1,1,0
596861,596863,596862,15,9,-1,1,0
596927,596929,596928,7,3,-1,1,0
597131,597133,597132,26,9,-1,1,0
597269,597271,597270,16,3,-1,1,0
597407,597409,597408,6,6,-1,1,0
597521,597523,597522,9,3,-1,1,0
597671,597673,597672,11,9,-1,1,0
597677,597679,597678,17,6,-1,1,0
597767,597769,597768,33,6,-1,1,0
597899,597901,597900,17,3,-1,1,0
598049,598051,598050,19,9,-1,1,0
598187,598189,598188,9,3,-1,1,0
598487,598489,598488,13,6,-1,1,0
598649,598651,598650,27,6,-1,1,0
598727,598729,598728,31,3,-1,1,0
598931,598933,598932,13,9,-1,1,0
599021,599023,599022,29,9,-1,1,0
599147,599149,599148,7,9,-1,1,0
599477,599479,599478,4,6,-1,1,0
599699,599701,599700,4,3,-1,1,0
599939,599941,599940,22,9,-1,1,0
600071,600073,600072,6,6,-1,1,0
600167,600169,600168,28,3,-1,1,0
600239,600241,600240,26,3,-1,1,0
600317,600319,600318,30,9,-1,1,0
600359,600361,600360,35,6,-1,1,0
600401,600403,600402,3,3,-1,1,0
600449,600451,600450,14,6,-1,1,0
600701,600703,600702,7,6,-1,1,0
600881,600883,600882,2,6,-1,1,0
600947,600949,600948,31,9,-1,1,0
600959,600961,600960,6,3,-1,1,0
601037,601039,601038,10,9,-1,1,0
601187,601189,601188,12,6,-1,1,0
601541,601543,601542,33,9,-1,1,0
601589,601591,601590,7,3,-1,1,0
602081,602083,602082,18,9,-1,1,0
602141,602143,602142,4,6,-1,1,0
602267,602269,602268,19,6,-1,1,0
602309,602311,602310,24,3,-1,1,0
602477,602479,602478,7,9,-1,1,0
602687,602689,602688,32,3,-1,1,0
602711,602713,602712,19,9,-1,1,0
603011,603013,603012,23,3,-1,1,0
603101,603103,603102,2,3,-1,1,0
603131,603133,603132,32,6,-1,1,0
603389,603391,603390,31,3,-1,1,0
603521,603523,603522,15,9,-1,1,0
603791,603793,603792,26,9,-1,1,0
603851,603853,603852,12,6,-1,1,0
603899,603901,603900,23,9,-1,1,0
603917,603919,603918,4,9,-1,1,0
603947,603949,603948,34,3,-1,1,0
604649,604651,604650,33,3,-1,1,0
604697,604699,604698,7,6,-1,1,0
604727,604729,604728,0,9,-1,1,0
604859,604861,604860,21,6,-1,1,0
605021,605023,605022,35,6,-1,1,0
605069,605071,605070,9,9,-1,1,0
605237,605239,605238,29,6,-1,1,0
605411,605413,605412,18,9,-1,1,0
605531,605533,605532,27,3,-1,1,0
605597,605599,605598,19,6,-1,1,0
605639,605641,605640,24,3,-1,1,0
606029,606031,606030,7,6,-1,1,0
606077,606079,606078,18,9,-1,1,0
606299,606301,606300,18,6,-1,1,0
606311,606313,606312,30,9,-1,1,0
606587,606589,606588,10,6,-1,1,0
606731,606733,606732,6,6,-1,1,0
606959,606961,606960,12,9,-1,1,0
607001,607003,607002,17,6,-1,1,0
607091,607093,607092,33,6,-1,1,0
607127,607129,607128,32,6,-1,1,0
607151,607153,607152,19,3,-1,1,0
607301,607303,607302,21,9,-1,1,0
607307,607309,607308,27,6,-1,1,0
607337,607339,607338,20,9,-1,1,0
607421,607423,607422,30,3,-1,1,0
607667,607669,607668,17,6,-1,1,0
607721,607723,607722,34,6,-1,1,0
607931,607933,607932,22,9,-1,1,0
607991,607993,607992,8,6,-1,1,0
608087,608089,608088,30,3,-1,1,0
608129,608131,608130,35,9,-1,1,0
608297,608299,608298,18,6,-1,1,0
608357,608359,608358,4,3,-1,1,0
608369,608371,608370,16,6,-1,1,0
608429,608431,608430,2,3,-1,1,0
608519,608521,608520,18,3,-1,1,0
608591,608593,608592,16,3,-1,1,0
608609,608611,608610,34,3,-1,1,0
608897,608899,608898,26,3,-1,1,0
608987,608989,608988,5,3,-1,1,0
609359,609361,609360,7,6,-1,1,0
609599,609601,609600,25,3,-1,1,0
609617,609619,609618,6,3,-1,1,0
609779,609781,609780,20,3,-1,1,0
609911,609913,609912,4,9,-1,1,0
609989,609991,609990,8,6,-1,1,0
610217,610219,610218,14,9,-1,1,0
610541,610543,610542,5,9,-1,1,0
610739,610741,610740,18,9,-1,1,0
610781,610783,610782,23,6,-1,1,0
610847,610849,610848,15,9,-1,1,0
610877,610879,610878,8,3,-1,1,0
610919,610921,610920,13,9,-1,1,0
611069,611071,611070,15,6,-1,1,0
611111,611113,611112,20,3,-1,1,0
611549,611551,611550,14,9,-1,1,0
611801,611803,611802,7,9,-1,1,0
611837,611839,611838,6,9,-1,1,0
611951,611953,611952,9,6,-1,1,0
612041,612043,612042,25,6,-1,1,0
612107,612109,612108,17,9,-1,1,0
612317,612319,612318,5,3,-1,1,0
612371,612373,612372,22,3,-1,1,0
612611,612613,612612,3,9,-1,1,0
612809,612811,612810,16,9,-1,1,0
613007,613009,613008,29,9,-1,1,0
613097,613099,613098,8,9,-1,1,0
613229,613231,613230,29,6,-1,1,0
613439,613441,613440,17,9,-1,1,0
613469,613471,613470,10,3,-1,1,0
613607,613609,613608,0,6,-1,1,0
613967,613969,613968,27,6,-1,1,0
614177,614179,614178,15,9,-1,1,0
614291,614293,614292,18,6,-1,1,0
614561,614563,614562,29,6,-1,1,0
614609,614611,614610,3,9,-1,1,0
614657,614659,614658,14,3,-1,1,0
614741,614743,614742,24,6,-1,1,0
614849,614851,614850,21,6,-1,1,0
614981,614983,614982,5,3,-1,1,0
615101,615103,615102,14,6,-1,1,0
615341,615343,615342,32,3,-1,1,0
615401,615403,615402,18,9,-1,1,0
615491,615493,615492,34,9,-1,1,0
615677,615679,615678,35,6,-1,1,0
615749,615751,615750,33,6,-1,1,0
615827,615829,615828,0,3,-1,1,0
616139,616141,616140,16,9,-1,1,0
616169,616171,616170,9,3,-1,1,0
616391,616393,616392,9,9,-1,1,0
616409,616411,616410,27,9,-1,1,0
616787,616789,616788,35,9,-1,1,0
616841,616843,616842,15,9,-1,1,0
616997,616999,616998,23,3,-1,1,0
617051,617053,617052,3,3,-1,1,0
617129,617131,617130,7,9,-1,1,0
617189,617191,617190,30,6,-1,1,0
617231,617233,617232,35,3,-1,1,0
617339,617341,617340,32,3,-1,1,0
617471,617473,617472,16,9,-1,1,0
617717,617719,617718,3,3,-1,1,0
617759,617761,617760,8,9,-1,1,0
618029,618031,618030,19,9,-1,1,0
618227,618229,618228,32,9,-1,1,0
618269,618271,618270,0,6,-1,1,0
618347,618349,618348,4,3,-1,1,0
618437,618439,618438,20,3,-1,1,0
618587,618589,618588,22,9,-1,1,0
618857,618859,618858,33,9,-1,1,0
619007,619009,619008,35,6,-1,1,0
619187,619189,619188,30,6,-1,1,0
619277,619279,619278,9,6,-1,1,0
619739,619741,619740,27,9,-1,1,0
619811,619813,619812,25,9,-1,1,0
619979,619981,619980,8,6,-1,1,0
620159,620161,620160,3,6,-1,1,0
620237,620239,620238,7,3,-1,1,0
620567,620569,620568,4,9,-1,1,0
620771,620773,620772,23,6,-1,1,0
620909,620911,620910,13,9,-1,1,0
621029,621031,621030,22,3,-1,1,0
621239,621241,621240,10,6,-1,1,0
621617,621619,621618,18,6,-1,1,0
621629,621631,621630,30,9,-1,1,0
621701,621703,621702,28,9,-1,1,0
621869,621871,621870,11,6,-1,1,0
622049,622051,622050,6,6,-1,1,0
622157,622159,622158,3,6,-1,1,0
622187,622189,622188,33,9,-1,1,0
622241,622243,622242,13,9,-1,1,0
622247,622249,622248,19,6,-1,1,0
622331,622333,622332,29,9,-1,1,0
622397,622399,622398,21,3,-1,1,0
622481,622483,622482,31,6,-1,1,0
622547,622549,622548,23,9,-1,1,0
622619,622621,622620,21,9,-1,1,0
622637,622639,622638,2,9,-1,1,0
623057,623059,623058,15,6,-1,1,0
623261,623263,623262,34,3,-1,1,0
623279,623281,623280,15,3,-1,1,0
623351,623353,623352,13,3,-1,1,0
623669,623671,623670,35,6,-1,1,0
623681,623683,623682,10,9,-1,1,0
623717,623719,623718,9,9,-1,1,0
623867,623869,623868,11,6,-1,1,0
623879,623881,623880,23,9,-1,1,0
624047,624049,624048,6,6,-1,1,0
624311,624313,624312,11,9,-1,1,0
624329,624331,624330,29,9,-1,1,0
624467,624469,624468,19,3,-1,1,0
624539,624541,624540,17,3,-1,1,0
624599,624601,624600,3,9,-1,1,0
624707,624709,624708,0,9,-1,1,0
625109,625111,625110,32,6,-1,1,0
625169,625171,625170,18,3,-1,1,0
625367,625369,625368,31,3,-1,1,0
625589,625591,625590,31,9,-1,1,0
625661,625663,625662,29,9,-1,1,0
625697,625699,625698,28,9,-1,1,0
626009,626011,626010,7,6,-1,1,0
626189,626191,626190,2,6,-1,1,0
626597,626599,626598,3,9,-1,1,0
626609,626611,626610,15,3,-1,1,0
626621,626623,626622,27,6,-1,1,0
626627,626629,626628,33,3,-1,1,0
626711,626713,626712,6,6,-1,1,0
627071,627073,627072,33,6,-1,1,0
627089,627091,627090,14,6,-1,1,0
627269,627271,627270,9,6,-1,1,0
627377,627379,627378,6,6,-1,1,0
627479,627481,627480,34,9,-1,1,0
627617,627619,627618,24,3,-1,1,0
627659,627661,627660,29,9,-1,1,0
627797,627799,627798,19,3,-1,1,0
628049,628051,628050,12,3,-1,1,0
628217,628219,628218,32,9,-1,1,0
628679,628681,628680,13,3,-1,1,0
628757,628759,628758,17,9,-1,1,0
628781,628783,628782,4,6,-1,1,0
628799,628801,628800,22,6,-1,1,0
628937,628939,628938,12,9,-1,1,0
629009,629011,629010,10,9,-1,1,0
629339,629341,629340,7,6,-1,1,0
629381,629383,629382,12,3,-1,1,0
629567,629569,629568,13,9,-1,1,0
629591,629593,629592,0,6,-1,1,0
629609,629611,629610,18,6,-1,1,0
629687,629689,629688,22,3,-1,1,0
629897,629899,629898,10,6,-1,1,0
629927,629929,629928,3,9,-1,1,0
629987,629989,629988,26,6,-1,1,0
630167,630169,630168,21,6,-1,1,0
630521,630523,630522,5,9,-1,1,0
630587,630589,630588,34,3,-1,1,0
630899,630901,630900,13,9,-1,1,0
631151,631153,631152,6,9,-1,1,0
631247,631249,631248,28,6,-1,1,0
631271,631273,631272,15,3,-1,1,0
631457,631459,631458,16,9,-1,1,0
631469,631471,631470,28,3,-1,1,0
631529,631531,631530,14,9,-1,1,0
631679,631681,631680,16,6,-1,1,0
631751,631753,631752,14,6,-1,1,0
631817,631819,631818,6,9,-1,1,0
631859,631861,631860,11,6,-1,1,0
631901,631903,631902,16,3,-1,1,0
631991,631993,631992,32,3,-1,1,0
632081,632083,632082,11,3,-1,1,0
632087,632089,632088,17,9,-1,1,0
632297,632299,632298,5,3,-1,1,0
632321,632323,632322,29,9,-1,1,0
632327,632329,632328,35,6,-1,1,0
632351,632353,632352,22,3,-1,1,0
632501,632503,632502,24,9,-1,1,0
632627,632629,632628,2,9,-1,1,0
632939,632941,632940,18,6,-1,1,0
633377,633379,633378,12,3,-1,1,0
633461,633463,633462,22,6,-1,1,0
633467,633469,633468,28,3,-1,1,0
633569,633571,633570,19,6,-1,1,0
633791,633793,633792,19,3,-1,1,0
633797,633799,633798,25,9,-1,1,0
634157,634159,634158,15,9,-1,1,0
634649,634651,634650,26,6,-1,1,0
634679,634681,634680,19,9,-1,1,0
634757,634759,634758,23,6,-1,1,0
634859,634861,634860,14,9,-1,1,0
634901,634903,634902,19,6,-1,1,0
634937,634939,634938,18,6,-1,1,0
635147,635149,635148,6,9,-1,1,0
635249,635251,635250,34,3,-1,1,0
635291,635293,635292,2,9,-1,1,0
635351,635353,635352,25,6,-1,1,0
635387,635389,635388,24,6,-1,1,0
635729,635731,635730,33,6,-1,1,0
635891,635893,635892,10,6,-1,1,0
635981,635983,635982,26,6,-1,1,0
636059,636061,636060,30,3,-1,1,0
636071,636073,636072,5,6,-1,1,0
636107,636109,636108,4,6,-1,1,0
636407,636409,636408,8,9,-1,1,0
636539,636541,636540,29,6,-1,1,0
636719,636721,636720,24,6,-1,1,0
636761,636763,636762,29,3,-1,1,0
636917,636919,636918,0,6,-1,1,0
637001,637003,637002,10,9,-1,1,0
637199,637201,637200,23,9,-1,1,0
637319,637321,637320,32,3,-1,1,0
637337,637339,637338,13,3,-1,1,0
637421,637423,637422,23,6,-1,1,0
637529,637531,637530,20,6,-1,1,0
637601,637603,637602,18,6,-1,1,0
637709,637711,637710,15,6,-1,1,0
637727,637729,637728,33,6,-1,1,0
637781,637783,637782,13,6,-1,1,0
637829,637831,637830,24,9,-1,1,0
637937,637939,637938,21,9,-1,1,0
638159,638161,638160,21,6,-1,1,0
638177,638179,638178,2,6,-1,1,0
638717,638719,638718,24,6,-1,1,0
639167,639169,639168,30,6,-1,1,0
639257,639259,639258,9,6,-1,1,0
639491,639493,639492,21,6,-1,1,0
639599,639601,639600,18,6,-1,1,0
639677,639679,639678,22,3,-1,1,0
639701,639703,639702,9,9,-1,1,0
639851,639853,639852,11,6,-1,1,0
640007,640009,640008,19,9,-1,1,0
640151,640153,640152,15,9,-1,1,0
640229,640231,640230,19,6,-1,1,0
640247,640249,640248,0,6,-1,1,0
640259,640261,640260,12,9,-1,1,0
640529,640531,640530,23,9,-1,1,0
640667,640669,640668,13,3,-1,1,0
641129,641131,641130,31,6,-1,1,0
641411,641413,641412,17,9,-1,1,0
641519,641521,641520,14,9,-1,1,0
641549,641551,641550,7,3,-1,1,0
641579,641581,641580,0,6,-1,1,0
641747,641749,641748,20,3,-1,1,0
641789,641791,641790,25,9,-1,1,0
641819,641821,641820,18,3,-1,1,0
642011,642013,642012,25,6,-1,1,0
642077,642079,642078,17,9,-1,1,0
642149,642151,642150,15,9,-1,1,0
642197,642199,642198,26,3,-1,1,0
642359,642361,642360,3,3,-1,1,0
642527,642529,642528,23,9,-1,1,0
642737,642739,642738,11,3,-1,1,0
642797,642799,642798,34,9,-1,1,0
642869,642871,642870,32,9,-1,1,0
643301,643303,643302,20,9,-1,1,0
643649,643651,643650,35,6,-1,1,0
643691,643693,643692,3,3,-1,1,0
643847,643849,643848,11,6,-1,1,0
644051,644053,644052,30,3,-1,1,0
644129,644131,644130,34,9,-1,1,0
644141,644143,644142,9,3,-1,1,0
644381,644383,644382,27,9,-1,1,0
644489,644491,644490,24,9,-1,1,0
644597,644599,644598,21,9,-1,1,0
644669,644671,644670,19,9,-1,1,0
644729,644731,644730,5,6,-1,1,0
644867,644869,644868,32,9,-1,1,0
644909,644911,644910,0,6,-1,1,0
645011,645013,645012,28,9,-1,1,0
645431,645433,645432,4,6,-1,1,0
645497,645499,645498,33,9,-1,1,0
645527,645529,645528,26,3,-1,1,0
645581,645583,645582,6,3,-1,1,0
645647,645649,645648,35,6,-1,1,0
645737,645739,645738,14,6,-1,1,0
646157,646159,646158,27,3,-1,1,0
646181,646183,646182,14,9,-1,1,0
646271,646273,646272,30,9,-1,1,0
646307,646309,646308,29,9,-1,1,0
646421,646423,646422,32,6,-1,1,0
646571,646573,646572,34,3,-1,1,0
646979,646981,646980,35,6,-1,1,0
646991,646993,646992,10,9,-1,1,0
647111,647113,647112,19,3,-1,1,0
647261,647263,647262,21,9,-1,1,0
647357,647359,647358,6,6,-1,1,0
647399,647401,647400,11,3,-1,1,0
647741,647743,647742,20,3,-1,1,0
647837,647839,647838,5,9,-1,1,0
647891,647893,647892,22,9,-1,1,0
647951,647953,647952,8,6,-1,1,0
648059,648061,648060,5,6,-1,1,0
648257,648259,648258,18,6,-1,1,0
648341,648343,648342,28,9,-1,1,0
648377,648379,648378,27,9,-1,1,0
648617,648619,648618,8,6,-1,1,0
648629,648631,648630,20,9,-1,1,0
648887,648889,648888,19,6,-1,1,0
649079,649081,649080,26,9,-1,1,0
649277,649279,649278,2,9,-1,1,0
649379,649381,649380,30,3,-1,1,0
649421,649423,649422,35,9,-1,1,0
649469,649471,649470,9,3,-1,1,0
649499,649501,649500,2,6,-1,1,0
649631,649633,649632,23,3,-1,1,0
649769,649771,649770,13,6,-1,1,0
649799,649801,649800,6,9,-1,1,0
649877,649879,649878,10,6,-1,1,0
650327,650329,650328,16,6,-1,1,0
650477,650479,650478,18,3,-1,1,0
650759,650761,650760,4,6,-1,1,0
650861,650863,650862,32,9,-1,1,0
651017,651019,651018,3,3,-1,1,0
651179,651181,651180,17,3,-1,1,0
651191,651193,651192,29,6,-1,1,0
651221,651223,651222,22,9,-1,1,0
651437,651439,651438,16,9,-1,1,0
651647,651649,651648,4,3,-1,1,0
651731,651733,651732,14,6,-1,1,0
651767,651769,651768,13,6,-1,1,0
651809,651811,651810,18,3,-1,1,0
651839,651841,651840,11,6,-1,1,0
652079,652081,652080,29,3,-1,1,0
652241,652243,652242,6,3,-1,1,0
652319,652321,652320,10,9,-1,1,0
652451,652453,652452,31,6,-1,1,0
652541,652543,652542,10,6,-1,1,0
652607,652609,652608,2,9,-1,1,0
652739,652741,652740,23,6,-1,1,0
652931,652933,652932,30,9,-1,1,0
652997,652999,652998,22,3,-1,1,0
653111,653113,653112,25,9,-1,1,0
653207,653209,653208,10,6,-1,1,0
653501,653503,653502,8,3,-1,1,0
653537,653539,653538,7,3,-1,1,0
653561,653563,653562,31,9,-1,1,0
653621,653623,653622,17,6,-1,1,0
653711,653713,653712,33,6,-1,1,0
653879,653881,653880,16,3,-1,1,0
653927,653929,653928,27,6,-1,1,0
654161,654163,654162,2,6,-1,1,0
654167,654169,654168,8,3,-1,1,0
654221,654223,654222,25,3,-1,1,0
654527,654529,654528,35,3,-1,1,0
654539,654541,654540,10,6,-1,1,0
654611,654613,654612,8,6,-1,1,0
654779,654781,654780,28,3,-1,1,0
655001,655003,655002,28,9,-1,1,0
655241,655243,655242,9,6,-1,1,0
655559,655561,655560,31,9,-1,1,0
655649,655651,655650,10,9,-1,1,0
655847,655849,655848,23,9,-1,1,0
656321,656323,656322,16,6,-1,1,0
656597,656599,656598,33,3,-1,1,0
656681,656683,656682,6,6,-1,1,0
657047,657049,657048,2,3,-1,1,0
657089,657091,657090,7,9,-1,1,0
657311,657313,657312,7,6,-1,1,0
657491,657493,657492,2,6,-1,1,0
657497,657499,657498,8,3,-1,1,0
657581,657583,657582,18,6,-1,1,0
657659,657661,657660,22,3,-1,1,0
657929,657931,657930,33,3,-1,1,0
658277,658279,658278,11,9,-1,1,0
658319,658321,658320,16,6,-1,1,0
658349,658351,658350,9,9,-1,1,0
658547,658549,658548,22,9,-1,1,0
658589,658591,658590,27,6,-1,1,0
658751,658753,658752,4,6,-1,1,0
658871,658873,658872,13,9,-1,1,0
658961,658963,658962,29,9,-1,1,0
659171,659173,659172,17,3,-1,1,0
659609,659611,659610,11,9,-1,1,0
659669,659671,659670,34,6,-1,1,0
659759,659761,659760,13,6,-1,1,0
659999,660001,660000,31,3,-1,1,0
660071,660073,660072,29,3,-1,1,0
660197,660199,660198,7,3,-1,1,0
660347,660349,660348,9,9,-1,1,0
660377,660379,660378,2,3,-1,1,0
660557,660559,660558,34,3,-1,1,0
660599,660601,660600,2,9,-1,1,0
660617,660619,660618,20,9,-1,1,0
660659,660661,660660,25,6,-1,1,0
